URL	Title	Year	Month	Subcategory	Type	Has FB	Backed Projects	Previous Projects	Creator Desc Len	Title Len	Goal	Duration	Pledge Levels	Min Pledge Tiers	Max Pledge Tiers	Proj Desc Len	Images	Videos	Has Video	Funded
https://www.kickstarter.com/projects/805562799/the-dapper-beard-club	The Dapper Beard Club	2016	Mar	Crafts	Crafts	1	1	0	503	21	1367.14	30	9	1.45	109	12648	6	0	0	no
https://www.kickstarter.com/projects/1764531501/metro-measurecentimetersfractions-and-backside-cou	"Metro Measure	centimeters	fractions and backside counts 100"	2016	Mar	Crafts	Crafts	0	0	0	435	59	135000	45	1	100	100	747	0	0	0	no
https://www.kickstarter.com/projects/419889694/wood-products	Wood Products	2016	Mar	Crafts	Crafts	1	0	0	325	13	10500	28	2	5	25	1287	0	0	0	no
https://www.kickstarter.com/projects/20986032/the-story-box-project-little-gifts-for-everyone-to	the Story Box Project little gifts for everyone to enjoy	2016	Mar	Crafts	Crafts	1	0	0	386	56	8634.57	30	5	7	145	1762	2	0	0	no
https://www.kickstarter.com/projects/1769225103/bonnielove-your-hair-with-handmade-oversized-satin	BonnieLove your hair with handmade oversized satin bonnets.	2016	Mar	Crafts	Crafts	1	0	0	486	59	3412	18	5	1	300	1429	2	1	1	no
https://www.kickstarter.com/projects/2067420686/sister-stars-character-inspired-bath-and-body	Sister Stars Character Inspired Bath & Body	2016	Mar	Crafts	Crafts	0	0	0	512	47	3000	30	12	1	3000	2379	0	1	1	no
https://www.kickstarter.com/projects/880276895/in-2-the-mystic-face-and-body-paint-supply-shop	In 2 the mystic Face & body paint supply shop	2016	Mar	Crafts	Crafts	1	0	0	486	61	2878.19	20	10	7	212	1150	0	0	0	no
https://www.kickstarter.com/projects/951995893/whimsies-by-the-sea-needs-equiment-for-traveling-s	Whimsies by the Sea needs equiment for traveling show	2016	Mar	Crafts	Crafts	0	4	2	430	53	750	27	5	5	100	3917	0	0	0	no
https://www.kickstarter.com/projects/bathbabez/bath-babez-organic-bath-products	Bath babez (organic bath products )	2016	Mar	Crafts	Crafts	0	0	0	375	35	1532.5	30	4	23	114	1878	0	0	0	no
https://www.kickstarter.com/projects/1598556910/dirty-bear-soap-home-of-the-crazy-soaps	Dirty Bear Soap - Home of the CRAZY soaps!	2016	Mar	Crafts	Crafts	1	0	0	328	42	499	30	6	1	50	225	0	1	1	no
https://www.kickstarter.com/projects/1433052920/infant-loss-remembrance-ornaments	Infant Loss Remembrance Ornaments	2016	Mar	Crafts	Crafts	0	0	0	354	33	5500	30	1	25	25	2239	0	0	0	no
https://www.kickstarter.com/projects/507778456/greenvine-glass	Greenvine Glass	2016	Mar	Crafts	Crafts	1	0	2	119	15	1500	30	3	10	20	1467	2	1	1	no
https://www.kickstarter.com/projects/394710593/party-pics-tooth-pics	Party pics ..tooth pics	2016	Mar	Crafts	Crafts	1	0	0	174	23	12500	30	1	50	50	789	0	0	0	no
https://www.kickstarter.com/projects/68430220/northern-lights-keepsakes-memory-cremation-beads	Northern Lights Keepsakes-Memory/Cremation Beads	2016	Mar	Crafts	Crafts	0	2	0	329	48	500	30	6	1	150	990	0	0	0	no
https://www.kickstarter.com/projects/melboxdesigns/melbox-designs	Melbox Designs	2016	Mar	Crafts	Crafts	1	0	0	296	14	1000	30	4	1	20	791	0	0	0	no
https://www.kickstarter.com/projects/375321400/artisan-stainless-steel-chain-wine-bottle-holder	Artisan Stainless Steel Chain Wine Bottle Holder	2016	Mar	Crafts	Crafts	1	0	2	448	48	2107.19	30	4	41	64	3956	3	0	0	no
https://www.kickstarter.com/projects/375321400/artisan-roller-chain-bicycle-chain-wine-bottle-hol	Artisan Roller Chain (Bicycle Chain) Wine Bottle Holder	2016	Mar	Crafts	Crafts	1	0	2	448	55	1053.59	30	4	41	64	3350	2	0	0	no
https://www.kickstarter.com/projects/811508436/mental-health-and-wellbeing-greeting-cards	Mental Health and Wellbeing Greeting cards	2016	Mar	Crafts	Crafts	0	0	0	219	42	863.46	30	1	14	14	691	0	0	0	no
https://www.kickstarter.com/projects/969032913/ava-maria-lambs-sustainable-and-natural-plush-wool	Ava Maria Lambs - Sustainable & Natural Plush Wool Lambs	2016	Mar	Crafts	Crafts	1	0	0	500	60	25000	17	5	99	990	4037	2	1	1	no
https://www.kickstarter.com/projects/1308123917/3d-druck-ersatzteile-zubehor-und-dekoartikel	"3D Druck Ersatzteile	 Zubeh\xc3\xb6r und Dekoartikel"	2016	Feb	Crafts	Crafts	0	0	0	642	52	3961.42	60	1	225	225	1906	6	0	0	no
https://www.kickstarter.com/projects/698465049/turtledinosaur-whimsical-essentials-for-the-nerd-i	turtledinosaur: whimsical essentials for the nerd in us all	2016	Mar	Crafts	Crafts	0	3	0	282	59	1000	30	6	10	200	2242	7	0	0	no
https://www.kickstarter.com/projects/958226515/awen-guitars-hand-made-guitars-in-brooklyn-ny	Awen Guitars - Hand Made Guitars in Brooklyn NY	2016	Mar	Crafts	Crafts	0	0	0	503	47	7500	30	6	5	1500	927	0	0	0	no
https://www.kickstarter.com/projects/1924377049/custom-furniture-reclaiming	Custom furniture reclaiming	2016	Mar	Crafts	Crafts	0	0	0	499	27	11493.75	30	4	0.76	76	1967	0	0	0	no
https://www.kickstarter.com/projects/839204437/baker-leather-and-blade-shave-butter	BL&B Shave Butter (organic)	2016	Mar	Crafts	Crafts	1	0	0	473	31	2400	30	5	15	1000	2637	4	0	0	no
https://www.kickstarter.com/projects/1215347145/celtic-dreams-all-natural-bath-and-body-products	CELTIC DREAMS All natural bath and body products	2016	Feb	Crafts	Crafts	0	0	0	108	48	2500	45	6	10	120	1231	0	1	1	no
https://www.kickstarter.com/projects/1742385129/mesa-candle-company	Mesa Candle Company	2016	Mar	Crafts	Crafts	1	0	2	598	19	22000	14	8	10	1000	1364	0	0	0	no
https://www.kickstarter.com/projects/hakuholistics/to-compose-holistically	To Compose... Holistically	2016	Mar	Crafts	Crafts	1	0	0	242	38	5000	30	11	5	5000	2998	0	1	1	no
https://www.kickstarter.com/projects/1560218856/blacksmith-in-training-axesknives-and-decore	"Blacksmith in training axes	knives and decore."	2016	Mar	Crafts	Crafts	0	0	0	280	46	4500	30	1	25	25	440	1	0	0	no
https://www.kickstarter.com/projects/1415816524/breeze-blocker	Breeze Blocker	2016	Mar	Crafts	Crafts	1	0	0	498	14	95781.25	30	7	4	189	3651	1	1	1	no
https://www.kickstarter.com/projects/237100011/fossil-replicas-and-the-sesula-mineral-and-gem-mus	2 kids need $1 to create fossils & Geology Museum	2016	Mar	Crafts	Crafts	1	5	2	505	53	20688.75	30	6	0.76	757	2726	3	1	1	no
https://www.kickstarter.com/projects/1108972039/black-swamp-soap-company	Black Swamp Soap Company	2016	Mar	Crafts	Crafts	1	0	0	468	24	1250	30	5	1	250	3223	3	0	0	no
https://www.kickstarter.com/projects/604720877/depressed-mfg-skate-co	Depressed. MFG Skate Co.	2016	Mar	Crafts	Crafts	1	0	0	353	24	1200	30	3	5	50	1656	0	0	0	no
https://www.kickstarter.com/projects/1337942875/high-seas-lip-balm	High Seas Lip Balm	2016	Mar	Crafts	Crafts	1	0	3	511	18	1151.28	30	5	1.43	21	2979	0	0	0	no
https://www.kickstarter.com/projects/2017652744/shamans-scents	Shaman's Scents	2016	Mar	Crafts	Crafts	1	0	0	529	19	2635	22	2	1	10	2205	0	0	0	no
https://www.kickstarter.com/projects/1086744800/natural-grooming-products-for-men-beardwet-shaveha	"Natural grooming products for men. beard	wet shave	hair"	2016	Mar	Crafts	Crafts	1	0	0	260	55	1151.28	29	4	14	72	897	7	0	0	no
https://www.kickstarter.com/projects/1831189845/cowboy-beard-company-mustache-and-beard-oil	Cowboy Beard Company - Mustache and Beard Oil	2016	Mar	Crafts	Crafts	0	0	0	121	45	500	30	7	1	200	4842	0	0	0	no
https://www.kickstarter.com/projects/1711287525/yarn-stash-box	YARN STASH BOX	2016	Mar	Crafts	Crafts	1	0	0	363	14	2878.19	30	2	36	143	1545	0	0	0	no
https://www.kickstarter.com/projects/974031177/mea-pupa-dolls	Mea Pupa Dolls	2016	Mar	Crafts	Crafts	1	0	0	526	14	4597.5	30	16	30	492	4533	17	0	0	no
https://www.kickstarter.com/projects/718239696/kristin-made-stuffd-corgi-and-pugasus-plush-toys	Kristin Made Stuff'd Corgi and Pugasus Plush Toys	2016	Mar	Crafts	Crafts	1	38	2	203	53	15000	20	11	1	250	3550	14	1	1	no
https://www.kickstarter.com/projects/315210075/alpaca-fibre-farm-phase-1	Alpaca Fibre Farm - Phase 1	2016	Feb	Crafts	Crafts	0	0	0	448	27	191562.5	45	2	364	1456	3790	0	0	0	no
https://www.kickstarter.com/projects/661955085/bernie-bus-2016-craft-vehicle-for-california	Bernie Sanders Bus 2016 - Craft Tour for California	2016	Apr	Crafts	Crafts	0	0	0	287	51	20000	7	1	15	15	1686	0	0	0	no
https://www.kickstarter.com/projects/121010046/mags-wicked-wreaths	Mags Wicked Wreaths	2016	Mar	Crafts	Crafts	0	0	0	125	19	10000	30	3	5	40	1316	10	0	0	no
https://www.kickstarter.com/projects/734370690/bottle-trees-yard-decor	Bottle Trees Yard Decor	2016	Mar	Crafts	Crafts	0	0	0	504	23	1000	30	1	100	100	875	0	0	0	no
https://www.kickstarter.com/projects/1340479642/gemstone-ladys-friends-one-of-a-kind-hand-made-jew	Gemstone Lady's friends. One of a kind hand made jewllery	2016	Mar	Crafts	Crafts	1	0	0	266	61	71954.75	30	4	14	142	3778	11	0	0	no
https://www.kickstarter.com/projects/1897237271/lift-off-prints-needs-more-3d-printers	Lift Off Prints needs more 3D printers!	2016	Mar	Crafts	Crafts	1	7	0	294	39	2650	30	16	5	1000	5393	16	2	1	no
https://www.kickstarter.com/projects/1724614987/homemade-paracord-bracelets-and-key-rings	Homemade paracord bracelets and key rings	2016	Mar	Crafts	Crafts	0	0	0	456	41	5000	28	1	100	100	735	0	0	0	no
https://www.kickstarter.com/projects/oisian/pongoes-little-bags-of-odour-eliminating-happiness	Pongoes - Little Bags of Odour Eliminating Happiness!	2016	Mar	Crafts	Crafts	0	6	0	300	53	300	30	4	1	15	1014	1	0	0	no
https://www.kickstarter.com/projects/1654564445/la-folie-du-papier	la folie du papier	2016	Mar	Crafts	Crafts	1	0	0	260	18	3065	30	1	38	38	129	0	0	0	no
https://www.kickstarter.com/projects/935781508/carnap-finally-a-napkin-holder-for-your-car-ride-c	CarNap: Holds Napkins & Hangs Litter For A Cleaner Ride!	2016	Mar	Crafts	Crafts	0	5	0	504	60	1500	30	7	5	200	6115	18	1	1	no
https://www.kickstarter.com/projects/1924267688/love-letters-by-maum	Love Letters by Ma\xc3\xbbm	2016	Mar	Crafts	Crafts	1	6	0	508	27	20000	30	8	1	1000	7498	5	3	1	no
https://www.kickstarter.com/projects/1314055141/theeyarnery	Thee.Yarnery	2016	Mar	Crafts	Crafts	0	0	0	257	12	5000	30	5	1	100	613	0	0	0	no
https://www.kickstarter.com/projects/909346682/silly-panda-embroidery-machine	Silly Panda embroidery machine	2016	Mar	Crafts	Crafts	1	0	2	500	30	3597.74	30	13	7	712	1069	0	0	0	no
https://www.kickstarter.com/projects/1009586486/slemish-woodcrafts	Slemish Woodcrafts Furniture	2016	Mar	Crafts	Crafts	0	0	0	388	28	1079.32	30	4	7	71	1739	0	1	1	no
https://www.kickstarter.com/projects/600997124/smashas-stank-eraser	Smasha's Stank Eraser	2016	Mar	Crafts	Crafts	1	0	0	251	25	1149.38	20	5	4	42	1942	0	0	0	no
https://www.kickstarter.com/projects/145375160/chocolate-candies	Chocolate Candies	2016	Feb	Crafts	Crafts	0	0	0	281	17	150	60	1	5	5	326	0	0	0	no
https://www.kickstarter.com/projects/480193583/madame-butterfly	Madame Butterfly	2016	Mar	Crafts	Crafts	0	0	0	344	16	2500	31	1	20	20	1641	0	0	0	no
https://www.kickstarter.com/projects/1728841010/the-bernie-bar	The Bernie Bar	2016	Mar	Crafts	Crafts	1	1	0	58	14	3000	22	1	30	30	1655	2	0	0	no
https://www.kickstarter.com/projects/1555930250/sokkar-socks-of-iceland-knitting-patterns	SOKKAR - Socks of Iceland Knitting Patterns	2016	Feb	Crafts	Crafts	1	4	0	160	43	4597.5	60	11	1.43	250	4539	0	0	0	no
https://www.kickstarter.com/projects/1988817827/gibson-custom-cutting-boards-3	Gibson Custom Cutting Boards 3	2016	Mar	Crafts	Crafts	0	0	4	493	30	500	30	20	35	140	624	8	1	1	no
https://www.kickstarter.com/projects/38942896/the-glass-park-hot-shop	The Glass Park Hot Shop	2016	Mar	Crafts	Crafts	1	0	0	309	23	25000	30	6	25	1000	849	0	1	1	no
https://www.kickstarter.com/projects/candltruckshop/classic-automotive-patio-bars	Classic Automotive patio bars	2016	Mar	Crafts	Crafts	1	0	2	511	29	5000	30	1	500	500	743	0	0	0	no
https://www.kickstarter.com/projects/1027967224/homemade-solar-powered-address-plaques-and-mailbox	Homemade solar powered address plaques and mailboxes	2016	Mar	Crafts	Crafts	1	0	0	498	52	250	30	2	50	100	1468	6	0	0	no
https://www.kickstarter.com/projects/367241274/lgbtq-calendar	LGBTQ Calendar	2016	Feb	Crafts	Crafts	0	0	0	142	14	4000	45	1	35	35	710	0	0	0	no
https://www.kickstarter.com/projects/15390049/burton-tower-soy-candle-university-of-michigan-ann	"Burton Tower Soy Candle - University of Michigan	 Ann Arbor"	2016	Mar	Crafts	Crafts	1	0	0	271	59	400	14	1	20	20	1928	0	0	0	no
https://www.kickstarter.com/projects/528525422/zone-for-men-cleansing-hydrate-more-than-just-clea	"ZONE FOR MEN Cleansing Hydrate... More	 than just clean !"	2016	Mar	Crafts	Crafts	0	0	0	503	69	6500	30	2	15	25	3393	0	1	1	no
https://www.kickstarter.com/projects/495988410/sipndip-plush-toys-toy-fair-0	SIPNDIP Plush Toys - Toy Fair	2016	Feb	Crafts	Crafts	0	0	2	51	29	2600	60	10	1	900	2050	12	1	1	no
https://www.kickstarter.com/projects/1561781916/waste-to-learn-to-wealth-eco-friendly-pencil	Waste to Learn to Wealth- Eco Friendly Pencil	2016	Mar	Crafts	Crafts	1	0	0	516	45	14390.95	30	6	1.4	140	7111	7	1	1	no
https://www.kickstarter.com/projects/1001163131/brandys-soy-candles	Brandy's Soy Candles	2016	Mar	Crafts	Crafts	1	0	0	447	24	1000	30	2	20	20	1527	0	0	0	no
https://www.kickstarter.com/projects/1662961458/olsen-family-farm-hand-crafted-goats-milk-soap	Olsen Family Farm Hand-Crafted Goats Milk Soap	2016	Mar	Crafts	Crafts	1	1	0	503	58	5000	30	3	10	75	2683	3	0	0	no
https://www.kickstarter.com/projects/1234914575/unique-play	Unique Play	2016	Mar	Crafts	Crafts	1	0	2	152	11	20000	30	1	25	25	852	0	0	0	no
https://www.kickstarter.com/projects/763811181/floral-workshop	Floral Workshop	2016	Mar	Crafts	Crafts	1	0	0	498	15	2600	30	1	5	5	2863	0	0	0	no
https://www.kickstarter.com/projects/927942046/decoratable-knit-headbands	Decoratable Knit Headbands	2016	Mar	Crafts	Crafts	0	0	0	192	26	200	30	2	10	25	1066	7	0	0	no
https://www.kickstarter.com/projects/302791328/gill-sans-original-monotype-posters	Gill Sans original monotype posters	2016	Mar	Graphic Design	Design	0	0	0	67	35	1439.1	30	5	7	64	2993	6	1	1	yes
https://www.kickstarter.com/projects/1818798739/ancient-egypt-wallchart-24x36-poster-on-cardstock	Ancient Egypt Wallchart 24x36 Poster on Cardstock	2016	Mar	Graphic Design	Design	1	13	2	269	55	2681.88	30	6	0.77	115	1985	4	1	1	yes
https://www.kickstarter.com/projects/fanny/the-ramen-sticker-make-a-friend-who-also-loves-ram	The Ramen Sticker: Make a Friend who also Loves Ramen	2016	Mar	Graphic Design	Design	0	1	4	160	53	700	35	11	2	250	3365	26	0	0	yes
https://www.kickstarter.com/projects/354900694/nua-graphic-communication-degree-show-funding	NUA Graphic Communication Degree Show Funding	2016	Mar	Graphic Design	Design	0	1	0	428	45	1439.1	30	6	1.43	71	1594	5	1	1	yes
https://www.kickstarter.com/projects/1019019367/helvetica-the-poster	Helvetica: The Poster!	2016	Mar	Graphic Design	Design	0	57	3	505	22	10000	28	8	20	4000	3543	5	1	1	yes
https://www.kickstarter.com/projects/1523958164/paperthink-prioritised-task-list	PaperThink: Prioritised task list	2016	Mar	Graphic Design	Design	1	0	3	757	33	64.76	7	4	2.88	17	4351	2	0	0	yes
https://www.kickstarter.com/projects/1230804867/nasas-apollo-program-vii-xvii	NASA's Apollo Program: VII \xe2\x80\x93 XVII	2016	Mar	Graphic Design	Design	0	0	0	512	48	37690.11	30	8	71	381	7697	30	1	1	yes
https://www.kickstarter.com/projects/1102113840/vector-files-to-do-graphics-of-yamaha-wr125x	Vector files to do Graphics of Yamaha WR125x	2016	Apr	Graphic Design	Design	0	0	0	43	44	113.18	30	4	1.14	11	523	0	0	0	no
https://www.kickstarter.com/projects/608592599/life-is-art	Life Is Art	2016	Apr	Graphic Design	Design	0	0	0	176	11	2200	30	2	10	25	1000	0	1	1	no
https://www.kickstarter.com/projects/286464926/rare-fish-dont-come-in-tins	Rare Fish don't come in tins	2016	Mar	Graphic Design	Design	1	0	0	83	32	1245.02	30	7	11	226	1604	5	1	1	no
https://www.kickstarter.com/projects/lovewhatyoudo/cascade-volcanic-arc-letterpress-prints	Cascade Volcanic Arc- Letterpress Prints	2016	Mar	Graphic Design	Design	0	2	0	514	40	5000	30	5	5	215	3156	4	1	1	no
https://www.kickstarter.com/projects/401149919/stoptrump2016org	StopTrump2016.org	2016	Apr	Graphic Design	Design	0	0	0	68	17	100	10	5	1	100	748	0	1	1	no
https://www.kickstarter.com/projects/fordhamr/explore-oregon-sticker	Explore Oregon Sticker	2016	Mar	Graphic Design	Design	1	8	8	499	22	500	30	6	7	40	2654	6	0	0	no
https://www.kickstarter.com/projects/1743740172/1000-cases-for-1000-faces	1000 Cases for 1000 Faces	2016	Mar	Graphic Design	Design	0	0	0	502	25	7000	30	7	20	500	5370	4	1	1	no
https://www.kickstarter.com/projects/1940829933/designing-for-one-handed-users-an-infographic-repo	Designing for One-Handed Users: An Infographic Report	2016	Mar	Graphic Design	Design	1	4	0	502	53	1000	14	3	5	25	4223	7	0	0	no
https://www.kickstarter.com/projects/1660585621/magical-memory-of-charlie-chaplin	MAGICAL MEMORY OF CHARLIE CHAPLIN	2016	Mar	Graphic Design	Design	0	0	4	677	33	565.92	30	6	1.12	94	1570	6	1	1	no
https://www.kickstarter.com/projects/1720454211/tes	TES	2016	Feb	Graphic Design	Design	0	0	0	372	3	1500	45	3	2	45	1659	4	0	0	no
https://www.kickstarter.com/projects/1711358000/impresion-libro-de-diseno	Impresi\xc3\xb3n libro de dise\xc3\xb1o	2016	Mar	Graphic Design	Design	0	0	0	434	39	1697.75	21	4	6	67	542	0	0	0	no
https://www.kickstarter.com/projects/1040731253/creatives-credo-poster-reminders-for-creative-awes	Creative's Credo Poster - Reminders for Creative Awesomeness	2016	Mar	Graphic Design	Design	1	1	0	231	64	650	30	5	7	100	110	2	0	0	no
https://www.kickstarter.com/projects/1301314975/hope-25	Hope 25	2016	Mar	Graphic Design	Design	1	0	0	330	7	1500	30	4	25	200	3364	3	1	1	no
https://www.kickstarter.com/projects/1841974506/the-art-pillow	The Art Pillow	2016	Mar	Graphic Design	Design	1	0	10	498	14	1000	30	5	5	150	1173	5	1	1	no
https://www.kickstarter.com/projects/319225535/chicago-l-the-poster	Chicago Subway and Elevated platform. 146 stations 1 poster	2016	Mar	Graphic Design	Design	0	0	0	233	59	15000	30	10	25	1500	3415	10	1	1	no
https://www.kickstarter.com/projects/114874000/2016-formula-1-calendar-screen-prints	2016 Formula 1 F1 Race Circuit Calendar Screen Prints	2016	Mar	Graphic Design	Design	0	1	3	262	53	1439.1	30	7	28	140	1840	8	0	0	no
https://www.kickstarter.com/projects/75220139/tell-me	Tell me (Canceled)	2016	Mar	Graphic Design	Design	1	1	0	0	18	30000	60	6	10	1000	3405	1	1	1	no
https://www.kickstarter.com/projects/serendia/einzigartige-und-personliche-gestaltete-wallpaper	unique and custom made wallpapers and drawings (Canceled)	2016	Mar	Graphic Design	Design	0	2	2	77	57	1358.2	45	6	1.12	169	1835	3	0	0	no
https://www.kickstarter.com/projects/2059659033/bee-smooched-natural-honey-flavored-lip-balm	Bee Smooched - 100% Natural Honey Flavored Lip Balm	2016	Apr	Product Design	Design	1	8	2	274	51	500	30	11	5	500	1958	4	0	0	yes
https://www.kickstarter.com/projects/237100011/the-sesula-mineral-and-gem-museum	The Sesula Mineral & Gem Museum (Seen on Discovery Channel)	2016	Apr	Product Design	Design	1	5	2	505	63	383.12	20	8	0.78	78	2694	3	1	1	yes
https://www.kickstarter.com/projects/1077087545/ggmm-e3-wi-fi-smart-cloud-speaker	GGMM E3 Wireless Smart Speaker with Powerful HiFi Sound	2016	Mar	Product Design	Design	0	0	0	87	55	20000	45	12	5	3999	6654	53	4	1	yes
https://www.kickstarter.com/projects/2091965020/wort-hog-bottle-opener-honoring-your-beer-from-the	"Wort-Hog Bottle Opener	 honoring your beer from the opening"	2016	Apr	Product Design	Design	1	5	0	498	59	5300	30	9	2	700	2361	4	1	1	yes
https://www.kickstarter.com/projects/omata/omata-one-analog-gps-speedometer	OMATA One: Analog GPS Speedometer	2016	Apr	Product Design	Design	0	4	0	394	33	150000	30	4	40	3000	10935	39	3	1	yes
https://www.kickstarter.com/projects/acteon/acteon-compact-antibacterial-microfiber-beach-towe	Acteon Compact Antibacterial Microfiber Beach Towels	2016	Apr	Product Design	Design	0	0	0	496	52	15000	30	8	10	40	2546	11	1	1	yes
https://www.kickstarter.com/projects/1190077482/forsyth-native-not-your-average-sunglasses	Forsyth Native - First Fully Interchangeable Sunglasses	2016	Apr	Product Design	Design	1	1	0	106	55	9500	30	18	5	300	2707	16	2	1	yes
https://www.kickstarter.com/projects/1624563312/infinity-the-pen-from-space	The Pen from Space - INFINITY	2016	Mar	Product Design	Design	1	3	0	464	29	14390.95	35	17	1.41	675	14515	20	1	1	yes
https://www.kickstarter.com/projects/575781498/introducing-the-best-d-trailer-hitch-in-the-world	Introducing the Best D_ _ _ Trailer Hitch in the World. TEDD	2016	Apr	Product Design	Design	1	4	2	519	60	1000	27	10	5	6900	3712	10	1	1	yes
https://www.kickstarter.com/projects/1288586432/peren-sod-accessible-luxury-swiss-made-transylvani	PEREN SOD - Accessible Luxury Swiss Made Transylvanian Watch	2016	Mar	Product Design	Design	1	0	2	531	60	19156.25	45	23	230	1538	5462	44	3	1	yes
https://www.kickstarter.com/projects/415227220/the-rush-brush	RushBrush	2016	Apr	Product Design	Design	1	0	0	512	9	3000	25	15	1	500	2962	7	1	1	yes
https://www.kickstarter.com/projects/674216007/cubowl	CuBowl - Pet Bowls That Won't Get Slimy!	2016	Mar	Product Design	Design	0	3	0	500	44	22987.5	35	12	0.75	34	6668	16	2	1	yes
https://www.kickstarter.com/projects/200872320/reactur-edc-multi-tool-with-30-functions-bottle-op	React\xc3\xbcr: EDC multi-tool with 30+ functions / bottle opener	2016	Apr	Product Design	Design	0	0	4	266	65	500	15	8	5	84	1247	8	0	0	yes
https://www.kickstarter.com/projects/grillinator/the-ultimate-bbq-grill-cleaning-brush	The Ultimate BBQ Grill Cleaning Brush	2016	Apr	Product Design	Design	1	9	0	504	37	11450	28	12	5	2500	7029	20	1	1	yes
https://www.kickstarter.com/projects/634149347/freebody-presents-the-gs-series	FREEBODY PRESENTS || THE GS SERIES	2016	Apr	Product Design	Design	1	3	2	43	34	7662.5	30	8	19	399	2189	10	1	1	yes
https://www.kickstarter.com/projects/frecklebaby/freckle-baby-20	Freckle Baby 2.0	2016	Apr	Product Design	Design	1	18	2	503	16	5000	31	14	5	1000	1455	17	1	1	yes
https://www.kickstarter.com/projects/tidy-w/carbon-key-organizer-pocket-tool-tidy-up-your-keyc	Carbon Key Organizer (Pocket Tool) - Tidy up your keychain	2016	Apr	Product Design	Design	0	1	3	513	58	1131.84	30	11	1.13	98	3325	14	1	1	yes
https://www.kickstarter.com/projects/gametee/gametee-our-finest-titanium-tactical-pens	Gametee: Our Finest Titanium Tactical Pens	2016	Apr	Product Design	Design	1	15	3	504	42	9713.89	30	7	1.43	280	9442	20	1	1	yes
https://www.kickstarter.com/projects/39205006/slap-wraps-lifting-straps-the-instant-equal-grip	Slap Wraps Lifting Straps - The Instant Equal Grip	2016	Mar	Product Design	Design	1	32	0	206	50	10000	60	15	5	1000	4206	22	2	1	yes
https://www.kickstarter.com/projects/1983391733/the-perfect-bag-for-your-daily-commute-by-jaar	The Perfect Bag For Your Daily Commute by JAAR	2016	Apr	Product Design	Design	0	6	0	100	46	10000	30	15	1	3000	4172	49	1	1	yes
https://www.kickstarter.com/projects/shlocker/the-shlocker-shower-locker-for-your-personal-care	The Shlocker | Roommate stealing your shampoo? Not anymore!	2016	Mar	Product Design	Design	1	3	0	498	59	30000	31	10	5	1500	3870	29	1	1	yes
https://www.kickstarter.com/projects/997949183/hand-made-leather-sandals-with-upcycled-car-tire-s	Hand made leather sandals with upcycled car tire soles.	2016	Apr	Product Design	Design	0	30	9	522	55	5000	25	5	1	90	10505	15	1	1	yes
https://www.kickstarter.com/projects/enijeo/honey-badger-wheel-is-the-all-terrain-mechanical-a	Honey Badger Wheel: Hunting Cart and Hiking Stroller	2016	Mar	Product Design	Design	0	11	0	505	53	10000	51	12	2	2500	23273	64	1	1	yes
https://www.kickstarter.com/projects/1448625616/soul-insole-shoe-bubble-best-orthotic-shoe-insole	Soul Insole / Shoe Bubble - Best Orthotic Shoe Insole Ever!	2016	Mar	Product Design	Design	0	0	0	416	59	7000	30	11	1	1000	5025	12	1	1	yes
https://www.kickstarter.com/projects/624336048/get-the-perfect-leather-belt-and-wear-it-your-whol	Get the perfect leather belt and wear it your whole life.	2016	Mar	Product Design	Design	1	2	0	486	57	3395.5	30	12	1.13	316	7218	35	1	1	yes
https://www.kickstarter.com/projects/fluance/fluance-turntable-audiophile-sound-performance	Fluance Turntable - It's Time to #RespectTheRecord	2016	Mar	Product Design	Design	0	0	0	321	54	45975	30	10	4	401	2261	18	1	1	yes
https://www.kickstarter.com/projects/922867437/vilhelm-watches-the-elemental	Vilhelm Watches - The Elemental	2016	Mar	Product Design	Design	0	1	0	511	31	50000	30	11	1	1599	7854	6	2	1	yes
https://www.kickstarter.com/projects/2093760855/the-rivet-wallet	The Rivet wallet	2016	Mar	Product Design	Design	1	0	0	383	16	6791.01	30	13	1.13	323	5741	25	1	1	yes
https://www.kickstarter.com/projects/1996254802/foooty-the-take-away-ball-to-play-whenever-whereve	"FOOOTY	 the take-away ball to play whenever	 wherever."	2016	Mar	Product Design	Design	1	2	0	504	54	16977.52	37	8	17	1124	5802	13	3	1	yes
https://www.kickstarter.com/projects/1864803801/gamma-wallet-artist-series	Gamma Wallet - Artist Series+	2016	Feb	Product Design	Design	0	3	3	272	29	431.73	60	7	1.39	277	1060	2	0	0	yes
https://www.kickstarter.com/projects/1554982336/haru-v2-the-easiest-minimalist-slim-wallet-rfid-sh	Haru v2 - The Easiest Minimalist Slim Wallet (RFID Shielded)	2016	Mar	Product Design	Design	1	17	4	328	60	5000	45	9	35	350	1508	9	1	1	yes
https://www.kickstarter.com/projects/1337942875/high-seas-artisan-lip-balms	High Seas Artisan Lip Balms	2016	Apr	Product Design	Design	1	0	3	511	27	575.64	14	4	1.41	17	3203	0	0	0	yes
https://www.kickstarter.com/projects/hathub/hathub-stackem-and-packem	HatHub - Stack'em & Pack'em!	2016	Mar	Product Design	Design	1	0	0	503	40	5000	30	6	1	100	1752	3	1	1	yes
https://www.kickstarter.com/projects/aioninnovation/the-triune-pen	The Triune Pen - This pen could save your life!	2016	Mar	Product Design	Design	1	2	0	96	47	15000	30	10	10	1000	4374	28	1	1	yes
